城区,卧室数,面积（平方米）,厅数,楼层,地铁,学区,单位面积房价(万元/平方米)
海淀,2,56.3,有厅,中,是,是,7.2825
海淀,3,79.3,有厅,高,是,是,7.1879
海淀,3,68,有厅,高,是,是,7.103
海淀,2,56.1,有厅,中,是,是,7.0945
海淀,2,54,有厅,高,是,是,7.0371
海淀,2,56.9,有厅,中,是,是,6.8542
海淀,1,47.59,有厅,中,是,是,6.6401
海淀,3,68.4,有厅,高,是,是,6.579
海淀,2,57.2,有厅,低,是,是,6.2063
朝阳,2,62.5,有厅,高,是,否,4.032
朝阳,2,80.9,有厅,低,是,否,3.8567
海淀,3,65.24,有厅,低,是,是,10.9596
西城,2,181,有厅,低,是,否,7.1824
西城,2,58.7,有厅,中,是,是,7.6661
西城,2,58.6,有厅,高,是,是,7.5086
西城,2,60,有厅,高,是,是,7.5
西城,2,58.71,有厅,低,是,是,7.4093
西城,2,59.16,有厅,高,是,是,7.2685
西城,2,58.7,有厅,高,是,是,7.2062
西城,2,53.76,有厅,中,是,是,7.4405
西城,2,54,有厅,高,是,是,7.0371
西城,1,30.67,无厅,中,是,否,8.4774
西城,2,72.91,有厅,低,是,否,7.2693
西城,1,59.7,有厅,低,是,否,7.2027
西城,2,76,有厅,高,是,否,6.6448
西城,2,62,有厅,中,是,否,6.4517
西城,3,127.12,有厅,低,是,否,7.9925
西城,2,97.73,有厅,低,是,否,6.1394
东城,2,57.68,有厅,中,是,是,7.0215
东城,2,57.86,有厅,中,是,是,6.0491
西城,1,36.9,有厅,高,是,是,11.3822
西城,2,63.5,有厅,低,是,是,10.6772
西城,2,48.1,有厅,中,是,是,10.603
西城,2,64.5,有厅,高,是,是,10.2326
西城,2,59.2,有厅,高,是,是,10.1352
西城,2,53.3,有厅,中,是,是,9.9438
西城,2,53.3,有厅,低,是,是,9.9438
西城,2,63.5,有厅,低,是,是,9.9213
西城,2,49,有厅,中,是,是,9.796
西城,2,64.5,有厅,中,是,是,9.7675
西城,1,53.8,有厅,高,是,是,9.6655
西城,1,52.8,有厅,低,是,是,9.6591
西城,2,54.9,有厅,高,是,是,9.5629
西城,2,55.7,有厅,高,是,是,9.5153
西城,2,55,有厅,中,是,是,9.491
西城,2,68,有厅,中,是,是,9.2648
西城,1,57.1,有厅,低,是,是,9.1069
西城,2,73.7,有厅,中,是,是,9.0231
西城,2,59,有厅,中,是,是,8.9831
西城,3,81.4,有厅,高,是,是,8.8453
西城,1,57.4,有厅,中,是,是,8.3624
西城,3,89.3,有厅,低,是,是,8.1747
西城,3,63,无厅,高,是,是,9.762
西城,2,53.2,有厅,低,是,是,9.5865
西城,2,53.2,无厅,低,是,是,9.361
西城,2,57.8,有厅,低,是,是,9.2561
西城,2,57.8,有厅,低,是,是,8.9966
西城,3,69.7,有厅,高,是,是,8.6801
西城,2,119.38,有厅,低,是,否,7.9997
西城,3,109,有厅,高,是,否,7.9817
西城,3,120,有厅,高,是,否,7.7917
西城,1,68,有厅,低,是,是,7.5
西城,2,54.03,有厅,低,是,否,8.0511
西城,2,57.71,有厅,高,是,否,7.5377
西城,2,62.1,有厅,低,否,是,8.0516
西城,2,62.1,有厅,高,否,是,7.5685
西城,2,62.44,有厅,高,是,是,7.287
西城,2,62.1,有厅,低,否,是,7.1659
西城,2,58.72,有厅,低,否,否,7.0675
西城,2,79.28,有厅,高,否,否,6.6852
西城,2,79.28,有厅,中,否,否,6.496
西城,2,65.83,有厅,中,是,是,7.8992
西城,2,61,有厅,低,是,是,7.8689
西城,2,60.02,有厅,中,是,是,7.6642
西城,2,60.17,有厅,高,是,是,7.4789
丰台,2,77.43,有厅,高,是,否,5.6309
丰台,2,82.11,有厅,高,是,否,5.4805
丰台,2,78.34,有厅,低,是,否,5.3613
丰台,1,59.16,有厅,低,是,否,5.2401
丰台,3,93.24,有厅,中,是,否,4.8907
朝阳,1,60.61,有厅,中,是,否,3.9598
朝阳,3,147.2,有厅,低,是,否,3.8723
朝阳,2,97.04,有厅,中,是,否,3.8129
朝阳,3,138.6,有厅,高,是,否,3.4993
朝阳,3,139.66,有厅,高,是,否,4.9406
朝阳,3,125.56,有厅,高,是,否,4.7786
朝阳,3,125.56,有厅,中,是,否,4.7786
朝阳,3,139.7,有厅,高,是,否,4.6529
朝阳,3,125.59,有厅,高,是,否,4.6183
朝阳,1,57.46,有厅,低,是,否,4.5249
朝阳,2,112,有厅,高,是,否,4.2858
朝阳,3,126,有厅,低,是,否,4.2302
朝阳,2,109.59,有厅,中,是,否,4.1975
朝阳,2,111.71,有厅,中,是,否,4.1179
朝阳,2,109.59,有厅,低,是,否,4.1063
海淀,2,71,有厅,中,是,否,7.5353
海淀,2,72.4,有厅,中,是,否,7.1824
西城,2,70.4,有厅,高,是,是,7.9546
西城,2,59.5,有厅,中,是,是,9.7479
西城,1,55,有厅,中,是,否,8.1819
西城,2,56.41,无厅,低,是,否,8.9878
西城,1,40.4,有厅,高,是,否,9.8515
西城,2,53,有厅,中,是,否,9.717
西城,1,40.4,有厅,低,是,否,9.01
海淀,2,90.36,有厅,低,否,否,7.0275
海淀,3,164.46,有厅,低,否,否,6.6886
海淀,2,122,有厅,高,否,否,5.9837
海淀,2,106,有厅,高,否,否,5.9434
海淀,4,223.87,有厅,低,否,否,5.673
海淀,4,165,有厅,中,否,否,5.5758
海淀,2,114.55,有厅,中,否,否,6.722
海淀,2,114.73,有厅,中,否,否,6.6679
海淀,2,114.27,有厅,中,否,否,6.5197
海淀,2,122,有厅,中,否,否,6.0656
海淀,3,168.17,有厅,中,否,否,6.0356
海淀,5,245.2,有厅,中,否,否,5.9136
海淀,3,161.76,有厅,低,否,是,5.8111
海淀,1,55.24,有厅,高,否,否,8.5989
海淀,1,57,有厅,低,否,否,8.5088
海淀,1,57.39,有厅,高,否,否,8.3639
海淀,1,58,有厅,中,否,否,8.3621
海淀,1,56.43,有厅,低,否,否,8.0631
海淀,1,56.5,有厅,高,否,否,8.0531
海淀,1,57,有厅,中,否,否,7.9825
海淀,1,57.91,有厅,高,否,否,7.8225
海淀,2,71,有厅,高,否,否,7.7465
海淀,2,76.51,有厅,低,否,否,7.3194
海淀,2,75.06,有厅,高,否,否,7.1943
海淀,2,78,有厅,低,否,否,7.1795
海淀,2,78,有厅,高,否,否,7.0513
海淀,2,81.05,有厅,高,否,否,6.9094
海淀,3,95.75,有厅,高,否,否,6.3708
海淀,2,85,有厅,低,否,是,6.2353
朝阳,2,100.43,有厅,高,是,否,4.5804
朝阳,2,98.74,有厅,高,是,否,4.5575
朝阳,2,102.89,有厅,低,是,否,4.0335
朝阳,1,62.18,有厅,中,是,否,3.8598
朝阳,2,102.81,有厅,低,是,否,3.7448
朝阳,3,134,有厅,中,否,否,4.1045
朝阳,1,63,有厅,低,否,否,3.8889
朝阳,1,64,有厅,高,是,否,3.8282
朝阳,3,132,有厅,中,是,否,3.8258
朝阳,2,114,有厅,高,是,否,3.7544
朝阳,1,63.56,有厅,中,是,否,3.7288
朝阳,2,99,有厅,高,是,否,4.6465
朝阳,2,111,有厅,中,是,否,3.7838
朝阳,3,126.12,有厅,低,是,否,5.1539
朝阳,3,140.2,有厅,高,是,否,4.9787
朝阳,2,103.07,有厅,中,是,否,4.8026
朝阳,2,102,有厅,中,是,否,4.7059
朝阳,2,103.82,有厅,中,是,否,4.6812
朝阳,1,51,有厅,低,是,否,4.5687
朝阳,2,111.54,有厅,中,是,否,4.3572
朝阳,2,111.96,有厅,中,是,否,4.2873
朝阳,3,129,有厅,高,是,否,4.2636
朝阳,2,112,有厅,低,是,否,4.2411
朝阳,2,103.7,有厅,中,是,否,4.1948
朝阳,1,57.89,有厅,低,是,否,4.1113
朝阳,2,94.92,有厅,中,是,否,4.1088
朝阳,2,100,有厅,高,是,否,4.08
朝阳,1,66.51,有厅,低,是,否,4.0596
朝阳,2,93.66,有厅,高,是,否,4.0573
朝阳,1,60.8,无厅,中,是,否,3.9803
朝阳,1,60.67,无厅,低,是,否,3.9724
朝阳,2,93.28,有厅,高,是,否,3.9666
朝阳,1,58,有厅,低,是,否,3.9656
朝阳,3,154.33,有厅,低,是,否,3.8878
朝阳,2,99,有厅,中,是,否,3.8384
朝阳,1,71.68,有厅,低,是,否,3.8086
朝阳,2,109.8,有厅,低,是,否,3.6613
朝阳,2,97.87,有厅,中,是,否,3.474
朝阳,3,150.56,有厅,高,是,否,4.8818
朝阳,3,151,有厅,高,是,否,4.8345
朝阳,1,63.94,有厅,中,是,否,4.5512
朝阳,1,67,有厅,低,是,否,4.4777
朝阳,2,103,有厅,低,是,否,4.4661
朝阳,2,102.15,有厅,中,是,否,4.4249
朝阳,1,67.13,有厅,中,是,否,4.3945
朝阳,1,71.64,有厅,高,是,否,4.1877
朝阳,4,213,有厅,中,是,否,4.1785
朝阳,2,93.46,有厅,低,是,否,4.173
朝阳,2,94.25,有厅,高,是,否,4.138
朝阳,3,148.63,有厅,高,是,否,4.9116
朝阳,1,67.09,有厅,中,是,否,4.3971
朝阳,2,94,有厅,高,是,否,4.2554
朝阳,1,67,有厅,低,是,否,4.2538
朝阳,2,95,有厅,低,是,否,4.2106
朝阳,1,68,有厅,中,是,否,4.1912
朝阳,3,150.23,有厅,中,是,否,4.8925
朝阳,1,50.08,有厅,低,是,否,4.7924
朝阳,1,54.23,有厅,高,是,否,4.7576
朝阳,2,100.35,有厅,中,是,否,4.7534
朝阳,2,100.73,有厅,低,是,否,4.7156
朝阳,1,54.22,有厅,高,是,否,4.574
朝阳,2,122.83,有厅,低,是,否,4.5185
朝阳,1,67,有厅,中,是,否,4.3284
东城,1,43.17,有厅,低,是,否,8.9183
东城,2,65.94,有厅,中,是,是,8.7959
东城,2,60.68,有厅,高,是,否,8.7344
东城,2,60.68,有厅,低,是,是,8.7014
东城,1,43.17,有厅,低,是,否,8.3392
东城,2,59.99,有厅,中,是,是,8.3348
东城,3,71.64,有厅,中,是,是,8.3055
东城,3,62.16,有厅,高,是,否,8.2047
东城,2,60.46,有厅,低,是,否,8.1046
东城,2,60.68,有厅,高,是,否,8.0752
东城,1,46.57,有厅,中,是,是,8.804
东城,2,52.09,有厅,低,是,是,7.1031
朝阳,4,168.83,有厅,高,否,否,2.7247
东城,3,69,有厅,中,是,是,8.116
东城,1,43,有厅,低,是,是,7.2094
东城,1,36.81,有厅,低,是,否,8.4217
海淀,1,40.9,有厅,高,是,是,5.1345
海淀,2,46.05,有厅,低,是,是,9.2291
海淀,2,46.05,有厅,低,是,是,9.012
海淀,3,77.78,有厅,中,是,是,8.9998
海淀,2,51.28,有厅,中,是,是,8.7754
海淀,2,49.72,有厅,低,是,是,8.7692
海淀,3,87,有厅,低,是,是,8.7357
海淀,2,71.44,有厅,低,是,是,8.6087
海淀,2,71.44,有厅,中,是,是,8.4687
西城,1,40.28,有厅,高,是,是,8.8382
西城,1,41,有厅,中,是,是,8.2927
西城,2,61,有厅,低,是,是,5.5738
西城,3,128.58,有厅,高,是,是,7.4662
西城,2,128.28,有厅,高,是,是,6.6262
朝阳,1,58,有厅,中,是,是,7.2414
朝阳,1,54.8,无厅,低,是,是,6.8431
东城,2,59.5,有厅,高,是,是,7.0589
东城,3,158.37,有厅,中,是,否,10.103
东城,2,88.48,有厅,中,否,否,4.1818
东城,1,53.14,有厅,低,否,否,4.1401
东城,3,98.86,有厅,高,否,否,4.1271
东城,2,73.35,有厅,中,否,否,4.09
东城,2,91.12,有厅,高,是,否,4.0058
东城,3,102.17,有厅,高,是,否,3.9934
东城,2,80.27,有厅,中,否,否,3.9866
东城,2,80.41,有厅,中,否,否,3.9797
东城,1,63.18,有厅,高,否,否,3.8779
东城,1,66.62,有厅,中,是,否,3.8728
东城,2,80.27,有厅,中,否,否,3.7997
东城,3,89.6,有厅,高,否,否,3.7947
东城,4,161.04,有厅,中,是,否,3.7879
东城,2,81,有厅,中,是,否,3.7655
东城,2,79.91,有厅,低,否,否,3.7543
东城,2,79.91,有厅,中,否,否,3.7543
东城,2,73.35,有厅,高,否,否,3.7492
东城,3,161,有厅,高,是,否,3.7019
东城,1,67,有厅,高,否,否,3.7015
东城,2,91.32,有厅,低,是,否,3.6137
东城,2,88,有厅,高,是,否,3.5228
东城,2,89.5,有厅,高,否,否,3.4637
东城,1,68,有厅,高,是,否,3.4559
东城,2,87.38,有厅,低,否,否,3.4333
东城,3,177.72,有厅,低,是,否,2.8135
丰台,1,60,有厅,高,是,是,3.5
丰台,1,59.37,有厅,低,是,否,3.453
丰台,4,135,有厅,中,是,否,3.4075
丰台,1,60,有厅,高,是,否,3.3334
丰台,1,40.94,有厅,中,是,否,3.2976
丰台,3,126.86,有厅,高,是,是,3.295
丰台,3,126.86,有厅,低,是,否,3.2556
丰台,1,61.12,有厅,低,是,否,3.1905
丰台,3,130.11,有厅,低,是,否,3.0744
丰台,1,52.61,有厅,高,是,否,2.9463
东城,3,211.07,有厅,高,是,否,5.4959
东城,3,211,有厅,低,是,否,5.2133
东城,3,266.93,有厅,中,是,否,5.2074
东城,3,210.72,有厅,低,是,否,4.7457
海淀,3,111.87,有厅,中,是,否,5.2293
海淀,2,106,有厅,低,是,否,5.1887
海淀,2,99.26,有厅,低,否,否,4.9366
海淀,2,101.7,有厅,高,否,是,4.887
海淀,2,86.42,有厅,高,是,否,4.86
海淀,2,101.92,有厅,中,否,否,4.8077
海淀,1,68.16,有厅,高,否,否,4.6949
海淀,3,125,有厅,高,否,否,4.32
海淀,1,53.09,有厅,低,是,否,5.5001
海淀,2,68,有厅,中,是,否,5.4412
海淀,2,71.5,有厅,中,是,否,5.3847
海淀,2,71.5,有厅,低,是,否,5.3847
海淀,2,105.12,有厅,低,是,是,5.3273
海淀,2,73.75,有厅,高,是,否,5.2204
海淀,1,55.5,有厅,中,是,否,5.1352
海淀,2,105.52,有厅,高,是,否,5.0038
海淀,3,138.79,有厅,高,是,否,4.9716
海淀,1,55.5,有厅,低,是,否,4.7748
海淀,2,69.69,有厅,低,是,否,4.7353
海淀,2,72.9,有厅,高,是,否,4.664
海淀,2,123.22,有厅,高,是,否,4.3013
朝阳,1,74.15,有厅,低,否,否,6.5408
朝阳,2,108.67,有厅,低,是,否,6.4232
朝阳,1,63.2,无厅,高,是,否,6.0127
朝阳,1,79.92,有厅,中,是,否,5.8559
朝阳,3,149.37,有厅,低,是,否,5.7977
朝阳,3,149.73,有厅,中,是,否,5.6035
朝阳,2,108.76,有厅,低,是,否,6.2064
朝阳,2,108.76,有厅,高,是,否,6.0685
朝阳,2,105.7,有厅,低,是,否,5.9414
朝阳,4,169.89,有厅,高,是,否,5.0033
朝阳,4,220.1,有厅,中,是,否,4.9978
朝阳,4,219.95,有厅,低,是,否,4.7739
丰台,2,92.18,有厅,低,是,否,6.8345
丰台,2,87.55,有厅,低,是,否,6.3964
丰台,2,79.72,有厅,中,是,否,6.272
丰台,2,90.77,有厅,低,是,否,6.1695
朝阳,2,89.5,有厅,中,是,否,3.6313
朝阳,2,88.57,有厅,低,是,否,3.5001
朝阳,2,89.24,有厅,低,是,否,3.3394
朝阳,2,88,有厅,中,是,否,3.3182
朝阳,1,75,有厅,高,是,否,9.8
朝阳,2,92,有厅,高,是,否,7.3696
朝阳,4,188,有厅,低,是,否,6.8086
朝阳,2,116,有厅,中,是,否,6.5432
朝阳,2,106.97,有厅,低,是,否,6.357
朝阳,2,98,有厅,低,是,否,6.3266
朝阳,1,72,有厅,低,是,否,6.25
朝阳,2,113.51,有厅,中,是,否,6.1669
朝阳,2,114,有厅,中,是,否,6.1404
朝阳,2,114.68,有厅,低,是,否,6.104
朝阳,3,161.46,有厅,高,是,否,5.791
东城,2,98.54,有厅,中,是,是,10.1482
东城,3,108.79,有厅,高,是,是,10.1113
东城,3,104.52,有厅,低,是,是,9.7589
东城,3,104.52,有厅,高,是,是,9.5676
东城,2,91.98,有厅,低,是,是,8.6976
东城,2,88.63,有厅,高,是,是,8.293
东城,2,97.11,有厅,高,是,是,8.2381
东城,1,59.25,有厅,中,是,是,8.1013
东城,1,60.66,有厅,中,是,是,7.913
东城,1,57,有厅,高,是,是,7.5439
东城,1,60.49,有厅,低,是,是,7.4393
东城,1,67.99,有厅,中,是,是,7.207
东城,1,97,有厅,低,是,是,4.6392
东城,1,129,有厅,低,是,是,4.4962
海淀,1,46,有厅,高,否,否,6.087
海淀,1,49,有厅,高,否,否,5.7143
海淀,1,46,有厅,低,否,否,5.5
海淀,3,147.4,有厅,高,否,否,5.4275
海淀,1,49,有厅,中,否,否,5.3062
海淀,2,91.18,有厅,高,否,否,5.2644
海淀,2,88,有厅,中,否,否,5.2273
海淀,2,95.66,有厅,中,否,否,5.2269
海淀,2,100,有厅,高,否,否,5.2
海淀,2,88,有厅,低,否,否,5.1137
海淀,2,89,有厅,高,否,否,5.0562
海淀,1,72.82,有厅,高,否,否,5.0124
海淀,1,56,有厅,中,否,否,5
海淀,3,94,有厅,高,否,否,4.9788
海淀,3,145.48,有厅,中,否,否,4.9492
海淀,2,85.3,有厅,低,否,否,4.9238
海淀,3,91.79,有厅,中,否,否,4.9025
海淀,2,91,有厅,低,否,否,4.8352
海淀,4,170.81,有厅,低,否,否,4.7422
海淀,3,143.5,有厅,中,否,否,4.7387
海淀,4,157.14,有厅,高,否,否,4.7092
海淀,3,135,有厅,低,否,否,4.6667
海淀,2,95.9,有厅,低,否,否,4.536
海淀,1,55,有厅,低,否,否,4.5273
海淀,3,143.38,有厅,高,否,否,4.5125
海淀,2,95.67,有厅,中,否,否,4.4947
海淀,2,90.44,有厅,中,否,否,4.4782
海淀,4,158.2,有厅,中,否,否,4.4248
海淀,3,91.73,有厅,低,否,否,4.4152
海淀,3,96,有厅,高,否,否,4.375
海淀,3,91.3,有厅,低,否,否,4.3264
海淀,3,91.77,有厅,低,否,否,4.3043
海淀,2,90.88,有厅,低,否,否,4.1814
海淀,2,145.58,有厅,低,否,否,3.0911
海淀,3,223.5,有厅,低,否,否,3.0873
朝阳,2,89.89,有厅,中,是,是,8.6773
朝阳,2,92.93,有厅,低,是,是,8.5011
朝阳,1,71.1,有厅,中,是,是,6.8918
丰台,1,51.07,有厅,低,是,否,5.4827
丰台,2,88.9,有厅,高,是,否,5.2869
丰台,2,88.9,有厅,低,是,否,5.2869
丰台,2,88.15,有厅,高,是,否,5.2184
丰台,2,88,有厅,高,是,否,5.1137
丰台,3,128.65,有厅,高,是,否,5.0525
丰台,3,120.2,有厅,高,是,否,4.9917
丰台,3,110.83,有厅,低,是,否,4.9626
丰台,2,87.3,有厅,高,是,否,4.582
东城,5,150,有厅,低,是,是,13.3334
西城,1,40.24,有厅,低,是,否,8.6979
西城,4,89.93,有厅,高,是,否,6.2271
西城,2,55,无厅,低,是,否,7
西城,2,49.67,有厅,低,是,是,8.2545
西城,1,53,有厅,中,是,是,12.2642
西城,2,61,有厅,高,是,是,10.7378
西城,2,61,有厅,低,是,是,10.6558
西城,2,61,有厅,低,是,是,10.4919
海淀,4,283,有厅,低,否,否,4.0637
丰台,3,67.3,有厅,中,是,否,4.1605
丰台,2,58,无厅,中,是,否,4
丰台,2,52.1,有厅,中,是,否,4.0308
丰台,3,79.4,有厅,高,是,否,3.854
丰台,2,64.7,有厅,低,是,否,3.7868
丰台,2,51.8,有厅,高,是,否,3.3784
丰台,2,54.03,有厅,高,是,否,3.8498
丰台,2,53.72,有厅,高,是,否,3.8161
丰台,2,53.75,有厅,高,是,否,3.814
丰台,2,47.19,有厅,低,是,否,4.6621
丰台,2,66.04,有厅,低,是,否,4.3156
丰台,2,63.4,有厅,中,是,否,4.2272
丰台,2,49.9,有厅,高,是,否,4.1684
丰台,2,53.5,有厅,低,是,否,3.7384
石景山,2,57,有厅,高,否,否,6.8422
石景山,2,59.26,有厅,高,否,否,6.75
石景山,1,36,有厅,中,否,否,6.6667
石景山,3,69,有厅,高,否,否,6.5218
石景山,3,62.89,有厅,中,否,否,6.5194
石景山,3,62.9,有厅,中,否,否,6.5183
石景山,3,69.5,有厅,高,否,否,6.4749
石景山,2,49.9,有厅,高,否,否,6.3127
石景山,2,50,有厅,中,否,否,6.3
石景山,3,65,有厅,中,否,否,6.277
石景山,1,57.9,有厅,高,否,否,6.2177
石景山,2,47,有厅,低,否,否,6.1703
石景山,2,57,有厅,中,否,否,6.1404
石景山,3,65,有厅,中,否,否,6.1385
石景山,2,57.58,有厅,中,否,否,6.0785
石景山,2,47,有厅,低,否,否,5.9575
石景山,1,37,有厅,低,否,否,5.946
石景山,1,38.84,有厅,中,否,否,5.9218
石景山,2,57.58,有厅,中,否,否,5.9049
石景山,1,38.8,有厅,中,否,否,5.9021
石景山,4,65,有厅,低,否,否,5.8462
石景山,1,33,有厅,低,否,否,5.7273
石景山,2,38.8,有厅,高,否,否,5.4124
石景山,1,38,有厅,中,否,否,5.2632
石景山,1,36,有厅,低,否,否,5.1389
石景山,2,38,有厅,低,否,否,5.1316
石景山,1,39,有厅,高,否,否,5.1283
石景山,1,38.3,有厅,低,否,否,5.1175
石景山,1,39,有厅,中,否,否,5.0257
海淀,4,116.4,有厅,低,是,否,7.0018
海淀,2,64.89,有厅,低,是,是,6.6266
海淀,2,60.6,有厅,中,是,否,5.9406
海淀,3,95.61,有厅,中,是,否,7.7921
海淀,1,55.14,有厅,低,是,否,7.0004
海淀,2,76.43,有厅,中,是,否,6.6728
东城,2,54.16,有厅,中,是,是,8.6042
东城,1,38.8,有厅,中,是,否,10.3093
东城,3,71.51,有厅,低,是,否,9.0897
东城,2,59.18,有厅,低,是,否,9.0065
东城,2,59,有厅,中,是,否,8.9831
东城,3,69.64,有厅,低,是,是,8.6876
东城,1,41.63,有厅,中,是,否,10.209
东城,2,57.12,有厅,低,是,否,8.9286
西城,1,38.71,无厅,高,是,是,11.625
西城,2,77.09,有厅,低,是,是,11.0261
西城,2,77.09,有厅,高,是,是,11.0261
西城,1,56.77,有厅,中,是,是,10.7452
西城,3,144,有厅,中,是,是,7.7987
西城,2,139.14,有厅,中,是,是,7.798
西城,3,138.4,有厅,低,是,是,7.4784
东城,3,64.09,有厅,低,是,否,8.8938
东城,2,58.21,有厅,中,是,否,8.5896
东城,2,56.27,有厅,中,是,否,8.5304
东城,2,56.4,有厅,低,是,否,8.3334
东城,2,60.66,有厅,中,是,否,8.2427
东城,3,76,有厅,高,是,否,7.6316
东城,1,61.73,无厅,中,是,否,5.4755
东城,1,51.02,无厅,中,是,否,5.3901
东城,1,63,有厅,中,是,否,5.0794
东城,1,67,有厅,中,是,否,4.9254
东城,1,77.54,有厅,中,是,否,4.7718
东城,2,95.24,有厅,高,是,否,4.725
东城,1,62,无厅,高,是,否,4.6775
东城,1,40.89,无厅,高,是,否,4.6467
东城,2,93.1,有厅,中,是,否,4.6187
东城,2,92.89,有厅,高,是,否,4.5215
东城,2,92.93,有厅,低,是,否,4.5196
东城,1,62,无厅,中,是,否,4.5162
东城,2,95,有厅,中,是,否,4.4211
东城,2,151,有厅,中,是,否,4.3709
东城,1,74.33,有厅,中,是,否,4.3052
东城,3,158,有厅,中,是,否,4.3038
东城,3,166,有厅,高,是,否,4.0121
东城,2,168.06,有厅,高,是,否,3.9629
朝阳,3,142.73,有厅,低,是,否,6.2006
朝阳,2,124.6,有厅,中,是,否,5.0562
朝阳,4,187.21,有厅,低,是,否,5.0211
朝阳,4,286,有厅,低,是,否,4.8952
朝阳,3,134.53,有厅,低,是,否,4.7574
朝阳,3,163.83,有厅,低,是,否,5.4203
朝阳,2,99.98,有厅,低,是,否,5.2511
朝阳,3,121.26,有厅,高,是,否,5.1543
朝阳,3,171,有厅,低,是,否,5.0878
朝阳,3,168.34,有厅,低,是,否,4.99
朝阳,3,167.11,有厅,低,是,否,4.907
朝阳,3,187,有厅,低,是,否,4.8129
朝阳,4,272.5,有厅,高,是,否,4.6973
朝阳,3,148.84,有厅,低,是,否,4.5015
朝阳,3,292.73,有厅,高,是,否,3.7578
东城,1,78,有厅,高,是,否,4.5513
海淀,2,57.8,有厅,高,是,否,5.1904
海淀,2,62.4,有厅,中,是,否,3.9904
海淀,2,50,有厅,中,是,否,6.9
海淀,2,50,有厅,中,是,否,6.8
海淀,2,60.7,有厅,中,是,否,6.7546
海淀,2,66.2,有厅,中,是,否,6.4955
朝阳,4,160.97,有厅,低,否,否,4.9699
朝阳,3,106.8,有厅,中,否,否,4.9626
朝阳,2,99,有厅,中,否,否,4.7475
朝阳,3,106.8,有厅,中,否,否,4.7285
朝阳,3,124.91,有厅,中,否,否,4.4833
朝阳,2,112.78,有厅,中,否,否,4.4778
朝阳,3,140.2,有厅,中,否,否,4.4722
东城,1,55.31,有厅,中,是,是,7.5936
东城,3,132.15,有厅,中,是,是,7.5672
东城,2,88,有厅,中,是,是,7.5
东城,3,150.87,有厅,中,是,是,7.2911
东城,1,82.75,有厅,中,是,是,7.2508
东城,1,49.18,有厅,中,是,是,7.1168
东城,2,94.46,有厅,低,是,是,6.9871
东城,1,64.93,有厅,低,是,是,6.9306
东城,1,54.83,无厅,低,是,是,6.9306
东城,2,68,无厅,中,是,是,6.7648
东城,2,82,有厅,中,是,是,6.7074
东城,3,150.87,有厅,中,是,是,6.6946
东城,1,57,无厅,低,是,是,6.6667
东城,1,82.75,有厅,中,是,是,6.6466
东城,1,80.08,有厅,低,是,是,6.1189
朝阳,3,179.27,有厅,高,是,否,6.9728
朝阳,1,61.44,无厅,中,是,否,6.4291
朝阳,1,61.57,无厅,高,是,否,6.2531
朝阳,2,109.89,有厅,中,是,否,5.9151
朝阳,2,56.7,有厅,高,是,否,4.6738
朝阳,2,56.45,有厅,高,是,否,4.163
朝阳,2,50.8,有厅,高,是,否,4.0355
朝阳,2,57,有厅,高,是,否,4.0351
朝阳,2,41.26,有厅,中,是,否,3.9991
朝阳,2,46.3,有厅,中,是,否,3.9957
朝阳,2,58,有厅,低,是,否,3.9483
朝阳,2,57,有厅,低,是,否,3.9474
朝阳,2,46.16,有厅,中,是,否,3.9429
朝阳,2,40.35,有厅,低,是,否,3.891
朝阳,2,50.79,有厅,高,是,否,3.8394
